,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,10.0,7.0,10.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.0,5.0,7.0,7.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,6.0,8.0,8.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.0,7.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1212.3,1384.3,972.5,1004.0,945.2,930.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,533.9746739625931,540.5352748394013,1189.787859272957,1187.5199340343474,3406.2142222166062,3476.4038455486298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,1126.0,1160.0,1181.0,1089.0,1297.0,1235.0,1293.0,1103.0,1269.0,1370.0,1384.0,1498.0,1514.0,1376.0,1421.0,1270.0,1561.0,1303.0,1207.0,1309.0,966.0,922.0,1018.0,927.0,942.0,900.0,1011.0,961.0,1090.0,988.0,1035.0,1050.0,943.0,950.0,1139.0,1058.0,928.0,1157.0,932.0,848.0,881.0,921.0,1013.0,988.0,1035.0,956.0,836.0,1034.0,912.0,876.0,803.0,949.0,939.0,955.0,948.0,1074.0,910.0,885.0,943.0,901.0
9,535.34450507164,541.0107929706573,546.9198153018951,532.5505435466766,524.0220804214478,532.5077486038208,534.0418198108673,530.1039171218872,532.3021552562714,530.9433341026306,541.1125576496124,543.9512689113617,539.4343068599701,542.2684779167175,532.8698103427887,540.4493539333344,547.1779253482819,543.9754319190979,541.7101933956146,532.4033954143524,1201.716999053955,1160.2430050373077,1203.1989653110504,1168.5492448806763,1216.7735884189606,1167.7219502925873,1197.1210808753967,1202.423234462738,1190.3250761032104,1189.8054194450378,1199.4400107860565,1211.5344619750977,1158.7865767478943,1206.1364395618439,1183.5225145816803,1199.5702993869781,1187.8798727989197,1197.833054304123,1173.4756636619568,1157.0204167366028,3378.5010402202606,3381.797878265381,3380.0976288318634,3379.733987569809,3412.3575632572174,3373.5160009860992,3408.167753458023,3447.7748720645905,3448.824744939804,3451.3707246780396,3468.305303812027,3442.6229963302612,3457.1508932113647,3447.4613370895386,3475.853004217148,3486.6530418395996,3502.801820039749,3510.989486217499,3511.1995832920074,3461.000958919525
