,colors,models,lanes,lane length,filling,color change,times
0,14,7,5,6,7,1485.0,1008.9869918823242
1,14,10,5,6,7,1546.0,1008.8327858448029
2,14,7,7,8,6,1232.0,2242.336715698242
3,14,10,7,8,6,1063.0,2198.3109011650085
4,14,7,10,10,6,993.0,6169.838852643967
5,14,10,10,10,6,1028.0,6155.696656227112
